president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joseph R. Biden Jr.,Voters,10/20/2021,4/2/2021,4/4/2021,Morning Consult,B,1989,rv,0.78362931,0,59,37,57.153962,37.692762,,,https://assets.morningconsult.com/wp-uploads/2021/04/07082047/210419_crosstabs_POLITICO_RVs_v1_SH.pdf,74605,140493,4/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/2/2021,4/5/2021,HarrisX,B+,2732,rv,1.1400502,0,61,39,56.921617,40.400682,,,https://thehill.com/hilltv/what-americas-thinking/547354-poll-biden-approval-steady-at-61-percent,74629,140555,4/9/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/4/2021,4/6/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20595882,0,49,50,51.687966,44.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74617,140539,4/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/3/2021,4/6/2021,YouGov,B+,1243,rv,1.0824752,0,52,42,53.340411,41.249267,,,https://docs.cdn.yougov.com/4243y0nkbo/econTabReport.pdf,74616,140518,4/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/5/2021,4/7/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20624005,0,51,48,53.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74619,140541,4/8/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/6/2021,4/8/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20666222,0,50,48,52.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74628,140554,4/9/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/7/2021,4/11/2021,The Winston Group,A/B,1000,rv,1.6152162,0,54,35,53.854106,37.158555,,,https://www.winningtheissues.org/wp-content/uploads/2021/08/Winning-the-Issues-April-2021-National-Survey.pdf,75474,143970,8/6/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/7/2021,4/11/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.12419717,0,50,48,52.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74630,140556,4/12/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/8/2021,4/12/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.3708973,0,50,48,52.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74632,140558,4/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/8/2021,4/12/2021,Monmouth University,A,743,rv,1.4261805,0,53,43,53.755519,43.083453,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_041421.pdf/,74640,140607,4/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/7/2021,4/13/2021,Marist College,A,1066,rv,1.5687189,0,52,41,53.003584,40.606351,,,http://maristpoll.marist.edu/npr-pbs-newshour-marist-poll-biden-and-infrastructure-tables-april-2021/#sthash.1ARm3hjV.6zfBgHAK.dpbs,74645,140618,4/15/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/8/2021,4/12/2021,Global Strategy Group/GBAO (Navigator Research),B/C,1256,rv,0.93557803,0,55,42,54.573621,41.404829,,,https://navigatorresearch.org/wp-content/uploads/2021/04/Navigator-Toplines-04.13.2021.pdf,74658,140636,4/16/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/8/2021,4/12/2021,Quinnipiac University,A-,1114,rv,1.7085462,0,50,42,52.081834,41.565264,,,https://poll.qu.edu/national/release-detail?ReleaseID=3695,74641,140611,4/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/8/2021,4/13/2021,McLaughlin & Associates,C/D,1000,lv,0.76990828,0,57.5,40.5,56.38208,39.758357,,,https://www.ammoland.com/2021/04/new-mclaughlin-poll-strong-2a-support-not-so-much-for-exec-orders/#axzz6sCmt62BU,74665,140643,4/16/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/9/2021,4/13/2021,HarrisX,B+,3766,rv,1.4412611,0,61,39,56.921617,40.400682,,,https://thehill.com/hilltv/what-americas-thinking/548704-poll-58-percent-approve-of-bidens-job-on-fighting-terrorism,74666,140653,4/16/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/9/2021,4/12/2021,Civiqs,B-,1541,rv,1.4885865,0,48,47,50.144335,44.988963,,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2021_04_e12gh4.pdf,74635,140576,4/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/9/2021,4/12/2021,Morning Consult,B,1992,rv,0.66662823,0,59,37,57.153962,37.692762,,,https://www.politico.com/f/?id=00000178-cfbd-d07a-ad78-dfbfde3a0000,74634,140561,4/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/10/2021,4/13/2021,YouGov,B+,1263,rv,1.1019432,0,51,43,52.340411,42.249267,,,https://docs.cdn.yougov.com/wvjmyy0dlk/econTabReport.pdf,74638,140581,4/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/11/2021,4/13/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20604761,0,50,48,52.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74637,140579,4/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/12/2021,4/14/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20680641,0,50,48,52.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74642,140612,4/15/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/13/2021,4/15/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20722969,0,49,49,51.687966,43.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74664,140644,4/16/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/14/2021,4/18/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.12435668,0,50,48,52.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74671,140664,4/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/14/2021,4/18/2021,Hart Research Associates,B-,1200,rv,1.3625562,0,57,43,55.637346,42.297882,,,http://www.protectourcare.org/wp-content/uploads/2021/04/FI14074-Protect-Our-Care-April-2021.pdf,74709,140772,4/26/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/15/2021,4/19/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.37126688,0,50,49,52.687966,43.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74675,140670,4/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/16/2021,4/19/2021,HarrisX,B+,2881,rv,1.2179166,0,61,39,56.921617,40.400682,,,https://thehill.com/hilltv/what-americas-thinking/549861-poll-biden-approval-steady-at-61-percent-as-100th-day,74699,140748,4/23/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/15/2021,4/20/2021,Change Research,B-,1025,rv,1.1539083,0,51,49,51.43367,46.643149,,,https://twitter.com/ChangePolls/status/1387417629921529862,74730,140836,4/28/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/16/2021,4/19/2021,Morning Consult,B,1992,rv,0.35394329,0,58,38,56.153962,38.692762,,,https://assets.morningconsult.com/wp-uploads/2021/04/21064238/210496_crosstabs_POLITICO_RVs_v1_SH.pdf,74677,140676,4/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/18/2021,4/20/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20613228,0,50,48,52.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74682,140697,4/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/17/2021,4/20/2021,YouGov,B+,1225,rv,1.0764386,0,51,42,52.340411,41.249267,,,https://docs.cdn.yougov.com/e89wuts0a9/econTabReport.pdf,74683,140708,4/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/17/2021,4/20/2021,NBC News,B+,790,rv,1.2419088,0,51,43,51.19525,42.549146,,,https://www.documentcloud.org/documents/20690434-210098-nbc-news-april-poll-4-25-21-release,74703,140753,4/25/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/17/2021,4/20/2021,American Research Group,C+,988,rv,1.0493027,0,59,35,57.261488,36.759637,,,https://americanresearchgroup.com/economy/,74684,140730,4/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/19/2021,4/21/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20683089,0,50,49,52.687966,43.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74686,140733,4/22/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/18/2021,4/21/2021,Fox News,A,1002,rv,1.78809,0,54,43,53.153428,42.494143,,,https://static.foxnews.com/foxnews.com/content/uploads/2021/04/Fox_April-18-21-2021_National_Topline_April-25-Release.pdf,74701,140750,4/25/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/16/2021,4/23/2021,Echelon Insights,B/C,1043,rv,1.2236782,0,54,43,53.2385,42.769349,,,https://echeloninsights.com/in-the-news/april-omnibus-political/,74731,140837,4/28/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/19/2021,4/21/2021,Marist College,A,1688,rv,2.3214142,0,54,44,55.003584,43.606351,,,http://maristpoll.marist.edu/wp-content/uploads/2021/04/Marist-Poll_USA-NOS-and-Tables_202104221355.pdf#page=3,74722,140791,4/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/20/2021,4/22/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20719372,0,52,46,54.687966,40.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74697,140745,4/23/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/21/2021,4/25/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.1244444,0,51,47,53.687966,41.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74707,140770,4/26/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/21/2021,4/25/2021,Morning Consult,B,1986,rv,0.25879843,0,57,37,55.153962,37.692762,,,https://assets.morningconsult.com/wp-uploads/2021/04/26170508/2104106_crosstabs_MC_ENERGY_PARIS_ACCORD_RVs_v1_LM.pdf,74710,140775,4/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/22/2021,4/26/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.37152954,0,50,48,52.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74719,140786,4/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/21/2021,4/26/2021,CNN/SSRS,C,,rv,0.96512262,0,52,45,51.355693,44.012858,,,http://cdn.cnn.com/cnn/2021/images/04/28/rel3bbiden100days.pdf,74726,140796,4/28/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/22/2021,4/26/2021,Global Strategy Group/GBAO (Navigator Research),B/C,989,rv,0.80312623,0,53,44,52.573621,43.404829,,,https://navigatorresearch.org/wp-content/uploads/2021/04/Navigator-Toplines-04.27.2021.pdf,74723,140792,4/28/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/24/2021,4/26/2021,Morning Consult,B,14872,rv,1.7837258,0,57,39,55.153962,39.692762,,T,https://morningconsult.com/2021/04/28/100-days-biden-report-card-polling/,74724,140793,4/28/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/24/2021,4/26/2021,Morning Consult,B,1991,rv,0.23879761,0,60,37,58.153962,37.692762,,,https://assets.morningconsult.com/wp-uploads/2021/04/28071006/2104124_crosstabs_POLITICO_RVs_v1_LM.pdf,74725,140794,4/28/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/25/2021,4/27/2021,YouGov,B+,1219,rv,1.0781686,0,52,41,53.340411,40.249267,,,https://docs.cdn.yougov.com/40cminy7fl/econTabReport.pdf,74729,140815,4/28/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/25/2021,4/27/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20617394,0,48,50,50.687966,44.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74728,140813,4/28/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/26/2021,4/28/2021,HarrisX,B+,2819,rv,1.3331516,0,60,40,55.921617,41.400682,,,https://thehill.com/hilltv/what-americas-thinking/551218-poll-presidential-approval-at-60-percent-as-biden-marks-100th,74747,140894,4/30/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/26/2021,4/28/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20685177,0,48,50,50.687966,44.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74734,140857,4/29/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/27/2021,4/29/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20719372,0,47,51,49.687966,45.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74743,140872,4/30/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/27/2021,4/29/2021,Harris Poll,B+,932,rv,0.45911101,0,59.5,39,55.421617,40.400682,*,,https://harvardharrispoll.com/wp-content/uploads/2021/05/April2021_HHP_RegisteredVoters_Topline.pdf,74752,140900,5/3/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/28/2021,4/30/2021,IBD/TIPP,A+,1057,rv,2.0174638,0,55,35,53.101148,38.751644,,,https://www.investors.com/news/biden-approval-rating-dips-again-still-a-honeymoon-ibd-tipp-poll-may-2021/,74751,142353,5/17/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/28/2021,5/2/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.12441928,0,48,49,50.687966,43.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74750,140898,5/3/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/29/2021,5/3/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.37141675,0,49,49,51.687966,43.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74755,140906,5/4/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/30/2021,5/3/2021,Morning Consult,B,1991,rv,0.36039584,0,57,38,55.153962,38.692762,,,https://assets.morningconsult.com/wp-uploads/2021/05/05062006/2104156_crosstabs_POLITICO_RVs_v1_SH.pdf,74753,140901,5/3/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/2/2021,5/4/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20617394,0,50,47,52.687966,41.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74758,141684,5/5/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,4/30/2021,5/6/2021,Trafalgar Group,A-,1574,lv,2.2577503,0,48.3,47.5,50.082502,45.130963,,,https://thetrafalgargroup.org/COSA-National-Trump-Biden-24-Report.pdf,74789,142302,5/12/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/1/2021,5/4/2021,YouGov,B+,1187,rv,1.0549001,0,49,46,50.340411,45.249267,,,https://docs.cdn.yougov.com/lftymxzxfl/econTabReport.pdf,74759,141731,5/5/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/3/2021,5/4/2021,HarrisX,B+,939,rv,0.60523168,0,60,40,55.921617,41.400682,,,https://thehill.com/hilltv/what-americas-thinking/552001-poll-biden-approval-dips-when-it-comes-to-immigration,74779,142068,5/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/3/2021,5/5/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20685177,0,51,47,53.687966,41.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74766,141932,5/6/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/4/2021,5/6/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20719372,0,51,47,53.687966,41.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74774,141940,5/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/4/2021,5/7/2021,Marist College,A,1075,rv,1.7387382,0,53,42,54.003584,41.606351,,,http://maristpoll.marist.edu/wp-content/uploads/2021/05/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_202105120816-2.pdf#page=3,74808,142348,5/17/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/5/2021,5/9/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.12441928,0,50,48,52.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74782,142247,5/10/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/6/2021,5/10/2021,Global Strategy Group/GBAO (Navigator Research),B/C,1000,rv,0.8181891,0,55,41,54.573621,40.404829,,,https://navigatorresearch.org/wp-content/uploads/2021/05/Navigator-May-Tracker-1-Topline-F05.10.21-PR.pdf,74786,142253,5/12/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/6/2021,5/10/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.37141675,0,50,48,52.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74785,142252,5/11/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/7/2021,5/9/2021,Morning Consult,B,1994,rv,0.63044987,0,56,40,54.153962,40.692762,,,https://assets.morningconsult.com/wp-uploads/2021/05/12075028/210541_crosstabs_POLITICO_RVs_v1_LM.pdf,74783,142249,5/10/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/8/2021,5/9/2021,Redfield & Wilton Strategies,B/C,1500,rv,1.2486041,0,52,36,52.433922,39.84675,,,https://redfieldandwiltonstrategies.com/bidens-approval-rating-remains-high-whereas-pluralities-disapprove-of-all-congressional-leaders/?utm_source=rss&utm_medium=rss&utm_campaign=bidens-approval-rating-remains-high-whereas-pluralities-disapprove-of-all-congressional-leaders,74805,142339,5/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/8/2021,5/11/2021,YouGov,B+,1204,rv,1.0662751,0,52,44,53.340411,43.249267,,,https://docs.cdn.yougov.com/zqplrjlj3n/econTabReport.pdf,74788,142275,5/12/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/9/2021,5/11/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20617394,0,48,50,50.687966,44.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74790,142305,5/12/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/8/2021,5/11/2021,Civiqs,B-,1464,rv,1.4802604,0,48,46,50.144335,43.988963,,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2021_05_q61458.pdf,74787,142270,5/12/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/10/2021,5/12/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20685177,0,50,48,52.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74800,142328,5/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/11/2021,5/13/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20719372,0,49,50,51.687966,44.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74804,142338,5/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/12/2021,5/16/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.12441928,0,51,48,53.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74809,142352,5/17/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/12/2021,5/18/2021,McLaughlin & Associates,C/D,1000,lv,0.76990828,0,56,43,54.88208,42.258357,,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/05/National-Monthly-Omnibus-MAY-Release-1.pdf,74819,142423,5/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/13/2021,5/17/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.37141675,0,50,48,52.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74811,142359,5/18/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/14/2021,5/17/2021,Echelon Insights,B/C,1132,rv,1.279974,0,56,42,55.2385,41.769349,,,https://echeloninsights.com/in-the-news/may-omnibus-political/,74836,142476,5/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/14/2021,5/17/2021,Morning Consult,B,1992,rv,0.66993737,0,54,42,52.153962,42.692762,,,https://assets.morningconsult.com/wp-uploads/2021/05/19073309/210579_crosstabs_POLITICO_RVs_v1_SH.pdf,74816,142367,5/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/16/2021,5/18/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20617394,0,51,48,53.687966,42.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74818,142422,5/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/15/2021,5/18/2021,YouGov,B+,1239,rv,1.082045,0,51,43,52.340411,42.249267,,,https://docs.cdn.yougov.com/hhr4zbf09s/econTabReport.pdf,74817,142395,5/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/17/2021,5/19/2021,HarrisX,B+,1889,rv,1.3036166,0,60,40,55.921617,41.400682,,,https://thehill.com/hilltv/what-americas-thinking/554855-poll-60-percent-approve-of-biden-as-president,74839,142501,5/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/17/2021,5/19/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20685177,0,52,46,54.687966,40.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74829,142453,5/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/17/2021,5/20/2021,American Research Group,C+,987,rv,1.0487984,0,57,37,55.261488,38.759637,,,https://americanresearchgroup.com/economy/,74837,142481,5/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/18/2021,5/20/2021,Morning Consult,B,1994,rv,0.68552253,0,59,38,57.153962,38.692762,,,https://assets.morningconsult.com/wp-uploads/2021/06/01103557/210582_crosstabs_MC_WASHINGTON_RVs_v1_SH.pdf,74876,142658,6/1/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/18/2021,5/20/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20719372,0,52,46,54.687966,40.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74834,142469,5/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/19/2021,5/20/2021,Harris Poll,B+,973,rv,0.67884971,0,61.5,37,57.421617,38.400682,*,,https://drive.google.com/file/d/1sfco26GFice4F9rXB58xLSMjM7-w-NqM/view,74844,142515,5/25/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/20/2021,5/20/2021,John Zogby Strategies/EMI Research Solutions,B/C,1011,lv,1.2352472,0,59,40,57.724389,40.194968,,,https://johnzogbystrategies.com/the-zogby-report-real-and-unscripted-episode-69-05-21-21/,74838,142500,5/21/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/18/2021,5/24/2021,Quinnipiac University,A-,1174,rv,1.7690539,0,49,42,51.081834,41.565264,,,https://poll.qu.edu/poll-release?releaseid=3810,74854,142588,5/26/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/19/2021,5/23/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.12441928,0,54,43,56.687966,37.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74842,142513,5/24/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/20/2021,5/24/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.37141675,0,54,44,56.687966,38.19275,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74848,142548,5/25/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/20/2021,5/24/2021,Global Strategy Group/GBAO (Navigator Research),B/C,1204,rv,0.98036495,0,53,44,52.573621,43.404829,,,https://navigatorresearch.org/wp-content/uploads/2021/05/Navigator-Toplines-05.25.2021.pdf,74849,142549,5/26/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/21/2021,5/24/2021,Morning Consult,B,1993,rv,0.77354927,0,55,41,53.153962,41.692762,,,https://assets.morningconsult.com/wp-uploads/2021/05/25072916/210595_crosstabs_POLITICO_RVs_v2_SH.pdf,74845,142517,5/25/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/22/2021,5/25/2021,Fox News,A,1003,rv,1.7769871,0,54,42,53.153428,41.494143,,,https://static.foxnews.com/foxnews.com/content/uploads/2021/05/Fox-News-Poll.pdf,74855,142609,5/26/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Voters,10/20/2021,5/22/2021,5/25/2021,YouGov,B+,1248,rv,1.0696937,0,52,42,53.340411,41.249267,,,https://docs.cdn.yougov.com/pxuc7wjg52/econTabReport.pdf,74851,142552,5/26/2021,10/20/2021 16:59
